angle_cmd_deg,angle_actual_deg,freq_hz,re,im,mag_db,phase_deg
35.00,35.00,2990000000,-5.535903292e-01,6.939095643e-01,-1.0349,128.5823
35.00,35.00,3000000000,-2.660931184e-01,8.510889722e-01,-0.9955,107.3619
40.00,40.00,2000000000,2.997929944e-01,8.583652407e-01,-0.8267,70.7477
40.00,40.00,2010000000,5.898330267e-01,6.948567074e-01,-0.8054,49.6736
40.00,40.00,2020000000,8.044346729e-01,4.354727486e-01,-0.7740,28.4285
40.00,40.00,2030000000,9.097931016e-01,1.121797586e-01,-0.7556,7.0292
40.00,40.00,2040000000,8.871184005e-01,-2.278526974e-01,-0.7629,-14.4048
40.00,40.00,2050000000,7.413262735e-01,-5.333822863e-01,-0.7880,-35.7349
40.00,40.00,2060000000,4.969323364e-01,-7.629442666e-01,-0.8143,-56.9224
40.00,40.00,2070000000,1.888046938e-01,-8.896025071e-01,-0.8247,-78.0176
40.00,40.00,2080000000,-1.445804747e-01,-8.986618804e-01,-0.8171,-99.1397
40.00,40.00,2090000000,-4.608849952e-01,-7.868693020e-01,-0.8010,-120.3584
40.00,40.00,2100000000,-7.163280694e-01,-5.662864704e-01,-0.7893,-141.6722
40.00,40.00,2110000000,-8.730424722e-01,-2.666341638e-01,-0.7920,-163.0169
40.00,40.00,2120000000,-9.089282695e-01,6.862397454e-02,-0.8047,175.6824
40.00,40.00,2130000000,-8.209836600e-01,3.924155853e-01,-0.8197,154.4530
40.00,40.00,2140000000,-6.231469185e-01,6.619210250e-01,-0.8278,133.2717
40.00,40.00,2150000000,-3.417751506e-01,8.422597515e-01,-0.8291,112.0865
40.00,40.00,2160000000,-1.374741857e-02,9.091902468e-01,-0.8259,90.8663
40.00,40.00,2170000000,3.167998476e-01,8.525050670e-01,-0.8243,69.6144
40.00,40.00,2180000000,6.042055749e-01,6.794373547e-01,-0.8265,48.3542
40.00,40.00,2190000000,8.089663155e-01,4.141305101e-01,-0.8306,27.1091
40.00,40.00,2200000000,9.035404170e-01,9.298914987e-02,-0.8353,5.8760
40.00,40.00,2210000000,8.756617065e-01,-2.408424029e-01,-0.8366,-15.3784
40.00,40.00,2220000000,7.286238591e-01,-5.414222037e-01,-0.8406,-36.6151
40.00,40.00,2230000000,4.828074081e-01,-7.680226927e-01,-0.8462,-57.8450
40.00,40.00,2240000000,1.718263000e-01,-8.901301516e-01,-0.8520,-79.0743
40.00,40.00,2250000000,-1.614406849e-01,-8.917027184e-01,-0.8555,-100.2621
40.00,40.00,2260000000,-4.730755605e-01,-7.729972711e-01,-0.8548,-121.4667
40.00,40.00,2270000000,-7.212366288e-01,-5.494730901e-01,-0.8507,-142.6981
40.00,40.00,2280000000,-8.717850518e-01,-2.508171909e-01,-0.8464,-163.9492
40.00,40.00,2290000000,-9.030266337e-01,8.281883755e-02,-0.8496,174.7599
40.00,40.00,2300000000,-8.108162631e-01,4.042537024e-01,-0.8574,153.5002
40.00,40.00,2310000000,-6.088650301e-01,6.695161984e-01,-0.8673,132.2837
40.00,40.00,2320000000,-3.255952991e-01,8.435314723e-01,-0.8748,111.1061
40.00,40.00,2330000000,1.025398341e-03,9.045603026e-01,-0.8712,89.9351
40.00,40.00,2340000000,3.284750764e-01,8.436982754e-01,-0.8633,68.7277
40.00,40.00,2350000000,6.125764182e-01,6.677218151e-01,-0.8560,47.4663
40.00,40.00,2360000000,8.135974729e-01,3.996479067e-01,-0.8531,26.1608
40.00,40.00,2370000000,9.023260656e-01,7.713944494e-02,-0.8611,4.8863
40.00,40.00,2380000000,8.678690520e-01,-2.546915005e-01,-0.8721,-16.3553
40.00,40.00,2390000000,7.164932877e-01,-5.507522372e-01,-0.8794,-37.5487
40.00,40.00,2400000000,4.692133077e-01,-7.723156738e-01,-0.8797,-58.7196
40.00,40.00,2410000000,1.580124863e-01,-8.904589740e-01,-0.8731,-79.9376
40.00,40.00,2420000000,-1.756489146e-01,-8.878787783e-01,-0.8662,-101.1903
40.00,40.00,2430000000,-4.861828047e-01,-7.635930537e-01,-0.8648,-122.4851
40.00,40.00,2440000000,-7.297861517e-01,-5.344739032e-01,-0.8711,-143.7820
40.00,40.00,2450000000,-8.728457867e-01,-2.335223732e-01,-0.8810,-165.0218
40.00,40.00,2460000000,-8.973013321e-01,9.798376293e-02,-0.8898,173.7681
40.00,40.00,2470000000,-8.008638930e-01,4.156127445e-01,-0.8931,152.5727
40.00,40.00,2480000000,-5.966262010e-01,6.774629561e-01,-0.8889,131.3696
40.00,40.00,2490000000,-3.108120947e-01,8.480079136e-01,-0.8846,110.1289
40.00,40.00,2500000000,1.817068847e-02,9.032555248e-01,-0.8820,88.8475
40.00,40.00,2510000000,3.447242836e-01,8.348528429e-01,-0.8841,67.5635
40.00,40.00,2520000000,6.233400996e-01,6.525569539e-01,-0.8917,46.3118
40.00,40.00,2530000000,8.168538314e-01,3.818093399e-01,-0.8989,25.0521
40.00,40.00,2540000000,8.990821672e-01,6.017203533e-02,-0.9046,3.8289
40.00,40.00,2550000000,8.596541454e-01,-2.692725612e-01,-0.9070,-17.3923
40.00,40.00,2560000000,7.035127555e-01,-5.626156519e-01,-0.9073,-38.6501
40.00,40.00,2570000000,4.519413939e-01,-7.791640124e-01,-0.9079,-59.8848
40.00,40.00,2580000000,1.391013604e-01,-8.897867552e-01,-0.9094,-81.1148
40.00,40.00,2590000000,-1.922312580e-01,-8.795882296e-01,-0.9118,-102.3280
40.00,40.00,2600000000,-4.973224422e-01,-7.501699144e-01,-0.9147,-123.5422
40.00,40.00,2610000000,-7.341790045e-01,-5.198836513e-01,-0.9189,-144.6971
40.00,40.00,2620000000,-8.721750187e-01,-2.189658042e-01,-0.9225,-165.9068
40.00,40.00,2630000000,-8.919715812e-01,1.117847831e-01,-0.9253,172.8567
40.00,40.00,2640000000,-7.906340229e-01,4.270338819e-01,-0.9288,151.6258
40.00,40.00,2650000000,-5.821428312e-01,6.842501978e-01,-0.9308,130.3903
40.00,40.00,2660000000,-2.946669315e-01,8.484618047e-01,-0.9328,109.1519
40.00,40.00,2670000000,3.276521170e-02,8.974478618e-01,-0.9340,87.9091
40.00,40.00,2680000000,3.556589712e-01,8.246429199e-01,-0.9338,66.6700
40.00,40.00,2690000000,6.301038471e-01,6.394989691e-01,-0.9367,45.4240
40.00,40.00,2700000000,8.188767672e-01,3.675999540e-01,-0.9383,24.1757
40.00,40.00,2710000000,8.961252584e-01,4.592988211e-02,-0.9412,2.9341
40.00,40.00,2720000000,8.516314514e-01,-2.816270898e-01,-0.9443,-18.2986
40.00,40.00,2730000000,6.915390255e-01,-5.707532124e-01,-0.9475,-39.5341
40.00,40.00,2740000000,4.379371892e-01,-7.821683061e-01,-0.9497,-60.7555
40.00,40.00,2750000000,1.252153584e-01,-8.876396841e-01,-0.9497,-81.9705
40.00,40.00,2760000000,-2.046733788e-01,-8.728985220e-01,-0.9483,-103.1961
40.00,40.00,2770000000,-5.072423917e-01,-7.399964136e-01,-0.9426,-124.4293
40.00,40.00,2780000000,-7.414404324e-01,-5.057422411e-01,-0.9393,-145.7018
40.00,40.00,2790000000,-8.743846961e-01,-2.018914494e-01,-0.9404,-166.9985
40.00,40.00,2800000000,-8.873659224e-01,1.293124944e-01,-0.9467,171.7089
40.00,40.00,2810000000,-7.789625863e-01,4.414308557e-01,-0.9602,150.4602
40.00,40.00,2820000000,-5.660050233e-01,6.923619350e-01,-0.9706,129.2660
40.00,40.00,2830000000,-2.780451994e-01,8.497344546e-01,-0.9726,108.1188
40.00,40.00,2840000000,4.759550322e-02,8.935981184e-01,-0.9649,86.9511
40.00,40.00,2850000000,3.689361513e-01,8.170605268e-01,-0.9491,65.6989
40.00,40.00,2860000000,6.415466474e-01,6.274575192e-01,-0.9405,44.3639
40.00,40.00,2870000000,8.255000873e-01,3.501983085e-01,-0.9470,22.9879
40.00,40.00,2880000000,8.941785560e-01,2.596295603e-02,-0.9679,1.6631
40.00,40.00,2890000000,8.404531064e-01,-2.982162316e-01,-0.9947,-19.5361
40.00,40.00,2900000000,6.756295720e-01,-5.796921373e-01,-1.0099,-40.6297
40.00,40.00,2910000000,4.222983581e-01,-7.844153282e-01,-1.0037,-61.7037
40.00,40.00,2920000000,1.109440001e-01,-8.864229575e-01,-0.9797,-82.8660
40.00,40.00,2930000000,-2.198320391e-01,-8.683113314e-01,-0.9567,-104.2072
40.00,40.00,2940000000,-5.223765469e-01,-7.280349109e-01,-0.9533,-125.6600
40.00,40.00,2950000000,-7.501385287e-01,-4.856809870e-01,-0.9767,-147.0788
40.00,40.00,2960000000,-8.710521507e-01,-1.797032199e-01,-1.0181,-168.3431
40.00,40.00,2970000000,-8.741240989e-01,1.449304109e-01,-1.0508,170.5860
40.00,40.00,2980000000,-7.636988416e-01,4.477773891e-01,-1.0583,149.6157
40.00,40.00,2990000000,-5.536051657e-01,6.938681828e-01,-1.0351,128.5847
40.00,40.00,3000000000,-2.660879739e-01,8.510587125e-01,-0.9958,107.3621
45.00,45.00,2000000000,2.997981338e-01,8.582810398e-01,-0.8274,70.7457
45.00,45.00,2010000000,5.897872359e-01,6.947960415e-01,-0.8061,49.6733
45.00,45.00,2020000000,8.043628339e-01,4.354290713e-01,-0.7748,28.4282
45.00,45.00,2030000000,9.097466881e-01,1.121660725e-01,-0.7561,7.0287
45.00,45.00,2040000000,8.870969244e-01,-2.278403950e-01,-0.7631,-14.4044
45.00,45.00,2050000000,7.412853929e-01,-5.333084291e-01,-0.7887,-35.7327
45.00,45.00,2060000000,4.969353349e-01,-7.628854776e-01,-0.8148,-56.9202
45.00,45.00,2070000000,1.887498727e-01,-8.895719000e-01,-0.8251,-78.0206
45.00,45.00,2080000000,-1.445756256e-01,-8.986085047e-01,-0.8176,-99.1399
45.00,45.00,2090000000,-4.608698091e-01,-7.868703679e-01,-0.8010,-120.3575
45.00,45.00,2100000000,-7.162921716e-01,-5.662826532e-01,-0.7896,-141.6710
45.00,45.00,2110000000,-8.730435484e-01,-2.666366850e-01,-0.7920,-163.0168
45.00,45.00,2120000000,-9.089366110e-01,6.860721206e-02,-0.8047,175.6835
45.00,45.00,2130000000,-8.209883321e-01,3.923975559e-01,-0.8197,154.4542
45.00,45.00,2140000000,-6.231340603e-01,6.618532296e-01,-0.8284,133.2741
45.00,45.00,2150000000,-3.417497743e-01,8.422522334e-01,-0.8292,112.0852
45.00,45.00,2160000000,-1.372252647e-02,9.091501971e-01,-0.8263,90.8647
45.00,45.00,2170000000,3.167937799e-01,8.525145477e-01,-0.8242,69.6150
45.00,45.00,2180000000,6.041786324e-01,6.794284922e-01,-0.8268,48.3551
45.00,45.00,2190000000,8.089223556e-01,4.140622910e-01,-0.8312,27.1065
45.00,45.00,2200000000,9.035555304e-01,9.293311988e-02,-0.8352,5.8724
45.00,45.00,2210000000,8.756253654e-01,-2.408320841e-01,-0.8369,-15.3784
45.00,45.00,2220000000,7.285677122e-01,-5.413931123e-01,-0.8412,-36.6158
45.00,45.00,2230000000,4.827764441e-01,-7.679914119e-01,-0.8466,-57.8456
45.00,45.00,2240000000,1.718258361e-01,-8.901068326e-01,-0.8523,-79.0740
45.00,45.00,2250000000,-1.614530220e-01,-8.916410077e-01,-0.8561,-100.2636
45.00,45.00,2260000000,-4.730962697e-01,-7.729413015e-01,-0.8552,-121.4697
45.00,45.00,2270000000,-7.212421896e-01,-5.494582333e-01,-0.8508,-142.6990
45.00,45.00,2280000000,-8.717608699e-01,-2.507944134e-01,-0.8467,-163.9502
45.00,45.00,2290000000,-9.030221011e-01,8.283149762e-02,-0.8496,174.7591
45.00,45.00,2300000000,-8.107727765e-01,4.042680597e-01,-0.8577,153.4982
45.00,45.00,2310000000,-6.088552874e-01,6.695034661e-01,-0.8675,132.2838
45.00,45.00,2320000000,-3.255686642e-01,8.435115869e-01,-0.8751,111.1050
45.00,45.00,2330000000,1.004863027e-03,9.045090374e-01,-0.8717,89.9363
45.00,45.00,2340000000,3.284234736e-01,8.436477507e-01,-0.8640,68.7295
45.00,45.00,2350000000,6.125992995e-01,6.677393769e-01,-0.8558,47.4660
45.00,45.00,2360000000,8.136360722e-01,3.996635337e-01,-0.8527,26.1606
45.00,45.00,2370000000,9.022850975e-01,7.714897849e-02,-0.8615,4.8871
45.00,45.00,2380000000,8.678608810e-01,-2.546622631e-01,-0.8723,-16.3536
45.00,45.00,2390000000,7.164583419e-01,-5.507419735e-01,-0.8798,-37.5495
45.00,45.00,2400000000,4.692132842e-01,-7.722972865e-01,-0.8799,-58.7190
45.00,45.00,2410000000,1.580669584e-01,-8.904749188e-01,-0.8728,-79.9344
45.00,45.00,2420000000,-1.756647975e-01,-8.878737119e-01,-0.8662,-101.1914
45.00,45.00,2430000000,-4.861892546e-01,-7.635774068e-01,-0.8649,-122.4859
45.00,45.00,2440000000,-7.297697835e-01,-5.344495029e-01,-0.8714,-143.7827
45.00,45.00,2450000000,-8.728533363e-01,-2.335474509e-01,-0.8809,-165.0204
45.00,45.00,2460000000,-8.972369240e-01,9.796333614e-02,-0.8904,173.7689
45.00,45.00,2470000000,-8.008559922e-01,4.155787138e-01,-0.8934,152.5744
45.00,45.00,2480000000,-5.966022794e-01,6.774402615e-01,-0.8892,131.3695
45.00,45.00,2490000000,-3.108123671e-01,8.480007697e-01,-0.8846,110.1291
45.00,45.00,2500000000,1.817311757e-02,9.032494514e-01,-0.8821,88.8474
45.00,45.00,2510000000,3.446819557e-01,8.348020957e-01,-0.8847,67.5647
45.00,45.00,2520000000,6.233015030e-01,6.524943620e-01,-0.8924,46.3108
45.00,45.00,2530000000,8.168253305e-01,3.818215568e-01,-0.8991,25.0535
45.00,45.00,2540000000,8.990333849e-01,6.017632715e-02,-0.9051,3.8294
45.00,45.00,2550000000,8.595852130e-01,-2.692765738e-01,-0.9077,-17.3939
45.00,45.00,2560000000,7.034631018e-01,-5.626378563e-01,-0.9075,-38.6532
45.00,45.00,2570000000,4.519303172e-01,-7.791513394e-01,-0.9081,-59.8850
45.00,45.00,2580000000,1.391092139e-01,-8.898117229e-01,-0.9092,-81.1146
45.00,45.00,2590000000,-1.922284748e-01,-8.795600256e-01,-0.9121,-102.3282
45.00,45.00,2600000000,-4.972866757e-01,-7.501290346e-01,-0.9152,-123.5418
45.00,45.00,2610000000,-7.341296254e-01,-5.198676224e-01,-0.9194,-144.6961
45.00,45.00,2620000000,-8.721893974e-01,-2.189869695e-01,-0.9223,-165.9057
45.00,45.00,2630000000,-8.919648406e-01,1.118124258e-01,-0.9253,172.8549
45.00,45.00,2640000000,-7.906051697e-01,4.270340530e-01,-0.9290,151.6249
45.00,45.00,2650000000,-5.821552386e-01,6.842618285e-01,-0.9306,130.3904
45.00,45.00,2660000000,-2.946514969e-01,8.484657050e-01,-0.9328,109.1509
45.00,45.00,2670000000,3.274618086e-02,8.973812951e-01,-0.9347,87.9102
45.00,45.00,2680000000,3.556531831e-01,8.245990901e-01,-0.9342,66.6693
45.00,45.00,2690000000,6.301156021e-01,6.394662396e-01,-0.9369,45.4220
45.00,45.00,2700000000,8.188481416e-01,3.675374466e-01,-0.9388,24.1728
45.00,45.00,2710000000,8.961217381e-01,4.593610847e-02,-0.9413,2.9345
45.00,45.00,2720000000,8.515899917e-01,-2.816266899e-01,-0.9446,-18.2994
45.00,45.00,2730000000,6.915155517e-01,-5.707060831e-01,-0.9480,-39.5328
45.00,45.00,2740000000,4.379472192e-01,-7.821404158e-01,-0.9499,-60.7540
45.00,45.00,2750000000,1.251752385e-01,-8.876143192e-01,-0.9500,-81.9728
45.00,45.00,2760000000,-2.046803697e-01,-8.728741383e-01,-0.9485,-103.1969
45.00,45.00,2770000000,-5.072436295e-01,-7.399828241e-01,-0.9427,-124.4299
45.00,45.00,2780000000,-7.414518314e-01,-5.057254889e-01,-0.9393,-145.7031
45.00,45.00,2790000000,-8.743987093e-01,-2.018731568e-01,-0.9403,-166.9999
45.00,45.00,2800000000,-8.873286914e-01,1.293311197e-01,-0.9470,171.7073
45.00,45.00,2810000000,-7.789702110e-01,4.414452572e-01,-0.9601,150.4596
45.00,45.00,2820000000,-5.660462664e-01,6.923602158e-01,-0.9703,129.2681
45.00,45.00,2830000000,-2.780089681e-01,8.497678864e-01,-0.9724,108.1160
45.00,45.00,2840000000,4.759035444e-02,8.935360390e-01,-0.9655,86.9513
45.00,45.00,2850000000,3.689076494e-01,8.170850056e-01,-0.9489,65.7012
45.00,45.00,2860000000,6.415427238e-01,6.274682598e-01,-0.9405,44.3646
45.00,45.00,2870000000,8.255295228e-01,3.501989006e-01,-0.9467,22.9872
45.00,45.00,2880000000,8.941499585e-01,2.594491726e-02,-0.9681,1.6620
45.00,45.00,2890000000,8.404788652e-01,-2.982410228e-01,-0.9944,-19.5371
45.00,45.00,2900000000,6.756274632e-01,-5.796573953e-01,-1.0101,-40.6281
45.00,45.00,2910000000,4.222850798e-01,-7.843890942e-01,-1.0040,-61.7037
45.00,45.00,2920000000,1.109292813e-01,-8.863991331e-01,-0.9799,-82.8667
45.00,45.00,2930000000,-2.198148964e-01,-8.682406012e-01,-0.9574,-104.2072
45.00,45.00,2940000000,-5.223749259e-01,-7.280252293e-01,-0.9534,-125.6603
45.00,45.00,2950000000,-7.501605273e-01,-4.856506214e-01,-0.9767,-147.0812
45.00,45.00,2960000000,-8.710658097e-01,-1.797057564e-01,-1.0180,-168.3431
45.00,45.00,2970000000,-8.740614333e-01,1.449470749e-01,-1.0513,170.5842
45.00,45.00,2980000000,-7.636458105e-01,4.477485650e-01,-1.0589,149.6156
45.00,45.00,2990000000,-5.535871799e-01,6.938370445e-01,-1.0355,128.5851
45.00,45.00,3000000000,-2.660593144e-01,8.510302458e-01,-0.9961,107.3609
50.00,50.00,2000000000,2.997303260e-01,8.582278115e-01,-0.8281,70.7486
50.00,50.00,2010000000,5.897360786e-01,6.947437444e-01,-0.8068,49.6736
50.00,50.00,2020000000,8.043225649e-01,4.354601848e-01,-0.7750,28.4311
50.00,50.00,2030000000,9.096412977e-01,1.121926142e-01,-0.7570,7.0312
50.00,50.00,2040000000,8.870567218e-01,-2.277494613e-01,-0.7637,-14.3995
50.00,50.00,2050000000,7.412817229e-01,-5.332705111e-01,-0.7890,-35.7309
50.00,50.00,2060000000,4.969525211e-01,-7.628212232e-01,-0.8152,-56.9171
50.00,50.00,2070000000,1.887950761e-01,-8.895134403e-01,-0.8256,-78.0171
50.00,50.00,2080000000,-1.445459025e-01,-8.985890984e-01,-0.8178,-99.1382
50.00,50.00,2090000000,-4.608531756e-01,-7.868687549e-01,-0.8011,-120.3566
50.00,50.00,2100000000,-7.161956149e-01,-5.662582071e-01,-0.7905,-141.6684
50.00,50.00,2110000000,-8.729571145e-01,-2.666217242e-01,-0.7928,-163.0161
50.00,50.00,2120000000,-9.088576044e-01,6.854625122e-02,-0.8054,175.6869
50.00,50.00,2130000000,-8.209334088e-01,3.923253550e-01,-0.8205,154.4568
50.00,50.00,2140000000,-6.231118652e-01,6.617772268e-01,-0.8291,133.2764
50.00,50.00,2150000000,-3.417825327e-01,8.421914934e-01,-0.8297,112.0886
50.00,50.00,2160000000,-1.378324847e-02,9.091239535e-01,-0.8265,90.8686
50.00,50.00,2170000000,3.167274802e-01,8.524540607e-01,-0.8250,69.6176
50.00,50.00,2180000000,6.041323323e-01,6.794331858e-01,-0.8270,48.3574
50.00,50.00,2190000000,8.088575330e-01,4.140846036e-01,-0.8317,27.1096
50.00,50.00,2200000000,9.035209600e-01,9.301269942e-02,-0.8355,5.8776
50.00,50.00,2210000000,8.756100200e-01,-2.408089266e-01,-0.8371,-15.3772
50.00,50.00,2220000000,7.285902429e-01,-5.413375883e-01,-0.8413,-36.6121
50.00,50.00,2230000000,4.828224404e-01,-7.679575777e-01,-0.8467,-57.8420
50.00,50.00,2240000000,1.718550697e-01,-8.900403069e-01,-0.8528,-79.0714
50.00,50.00,2250000000,-1.614002861e-01,-8.916456163e-01,-0.8561,-100.2602
50.00,50.00,2260000000,-4.730022831e-01,-7.728952633e-01,-0.8560,-121.4661
50.00,50.00,2270000000,-7.211628473e-01,-5.494729442e-01,-0.8513,-142.6953
50.00,50.00,2280000000,-8.717084694e-01,-2.508272265e-01,-0.8471,-163.9472
50.00,50.00,2290000000,-9.029445607e-01,8.271723072e-02,-0.8505,174.7658
50.00,50.00,2300000000,-8.107806950e-01,4.042175269e-01,-0.8579,153.5013
50.00,50.00,2310000000,-6.088404617e-01,6.693982780e-01,-0.8683,132.2876
50.00,50.00,2320000000,-3.256005137e-01,8.434504845e-01,-0.8755,111.1083
50.00,50.00,2330000000,1.011833250e-03,9.044930558e-01,-0.8719,89.9359
50.00,50.00,2340000000,3.283874857e-01,8.435943174e-01,-0.8646,68.7304
50.00,50.00,2350000000,6.125330833e-01,6.677382197e-01,-0.8562,47.4691
50.00,50.00,2360000000,8.135635761e-01,3.996860344e-01,-0.8532,26.1639
50.00,50.00,2370000000,9.022483820e-01,7.720478354e-02,-0.8618,4.8908
50.00,50.00,2380000000,8.678487824e-01,-2.545917665e-01,-0.8726,-16.3496
50.00,50.00,2390000000,7.164806493e-01,-5.506880448e-01,-0.8799,-37.5459
50.00,50.00,2400000000,4.691896235e-01,-7.722404929e-01,-0.8805,-58.7184
50.00,50.00,2410000000,1.580604502e-01,-8.904017528e-01,-0.8735,-79.9339
50.00,50.00,2420000000,-1.756304620e-01,-8.878517870e-01,-0.8665,-101.1895
50.00,50.00,2430000000,-4.861618047e-01,-7.635649608e-01,-0.8651,-122.4849
50.00,50.00,2440000000,-7.297457194e-01,-5.344517812e-01,-0.8716,-143.7817
50.00,50.00,2450000000,-8.727941494e-01,-2.335727146e-01,-0.8814,-165.0179
50.00,50.00,2460000000,-8.972007113e-01,9.791744588e-02,-0.8908,173.7716
50.00,50.00,2470000000,-8.008454981e-01,4.155317885e-01,-0.8936,152.5767
50.00,50.00,2480000000,-5.966182996e-01,6.774391311e-01,-0.8891,131.3703
50.00,50.00,2490000000,-3.108165172e-01,8.479461792e-01,-0.8851,110.1305
50.00,50.00,2500000000,1.812791127e-02,9.032069967e-01,-0.8825,88.8502
50.00,50.00,2510000000,3.446745025e-01,8.348074015e-01,-0.8847,67.5653
50.00,50.00,2520000000,6.232438391e-01,6.525464746e-01,-0.8924,46.3158
50.00,50.00,2530000000,8.167975083e-01,3.818655530e-01,-0.8992,25.0568
50.00,50.00,2540000000,8.990081919e-01,6.021829869e-02,-0.9053,3.8321
50.00,50.00,2550000000,8.595576284e-01,-2.692196757e-01,-0.9081,-17.3909
50.00,50.00,2560000000,7.035095734e-01,-5.625945499e-01,-0.9074,-38.6492
50.00,50.00,2570000000,4.519367905e-01,-7.790781273e-01,-0.9087,-59.8823
50.00,50.00,2580000000,1.391457960e-01,-8.897429733e-01,-0.9098,-81.1116
50.00,50.00,2590000000,-1.922207389e-01,-8.795668175e-01,-0.9120,-102.3276
50.00,50.00,2600000000,-4.972715172e-01,-7.501056122e-01,-0.9155,-123.5418
50.00,50.00,2610000000,-7.340698445e-01,-5.198949799e-01,-0.9197,-144.6925
50.00,50.00,2620000000,-8.720901497e-01,-2.189982628e-01,-0.9232,-165.9034
50.00,50.00,2630000000,-8.919390524e-01,1.117800403e-01,-0.9256,172.8568
50.00,50.00,2640000000,-7.905984201e-01,4.269767626e-01,-0.9294,151.6279
50.00,50.00,2650000000,-5.821678134e-01,6.841975389e-01,-0.9310,130.3937
50.00,50.00,2660000000,-2.946733245e-01,8.484517527e-01,-0.9329,109.1525
50.00,50.00,2670000000,3.271558925e-02,8.973805826e-01,-0.9347,87.9121
50.00,50.00,2680000000,3.556242196e-01,8.246146182e-01,-0.9342,66.6713
50.00,50.00,2690000000,6.300912131e-01,6.394873323e-01,-0.9369,45.4240
50.00,50.00,2700000000,8.188184247e-01,3.675845993e-01,-0.9389,24.1763
50.00,50.00,2710000000,8.961326226e-01,4.598167054e-02,-0.9411,2.9373
50.00,50.00,2720000000,8.516204322e-01,-2.815885469e-01,-0.9445,-18.2965
50.00,50.00,2730000000,6.915121905e-01,-5.706949675e-01,-0.9481,-39.5324
50.00,50.00,2740000000,4.379832462e-01,-7.821258961e-01,-0.9499,-60.7516
50.00,50.00,2750000000,1.252760000e-01,-8.875497289e-01,-0.9505,-81.9659
50.00,50.00,2760000000,-2.046245433e-01,-8.728530859e-01,-0.9488,-103.1937
50.00,50.00,2770000000,-5.072168678e-01,-7.399791427e-01,-0.9429,-124.4286
50.00,50.00,2780000000,-7.413974771e-01,-5.057728335e-01,-0.9395,-145.6986
50.00,50.00,2790000000,-8.743869031e-01,-2.018524911e-01,-0.9404,-167.0010
50.00,50.00,2800000000,-8.873345774e-01,1.292932569e-01,-0.9470,171.7098
50.00,50.00,2810000000,-7.789530405e-01,4.414518166e-01,-0.9602,150.4587
50.00,50.00,2820000000,-5.660581719e-01,6.923191306e-01,-0.9706,129.2703
50.00,50.00,2830000000,-2.780718183e-01,8.497514544e-01,-0.9724,108.1201
50.00,50.00,2840000000,4.756537138e-02,8.935583397e-01,-0.9653,86.9529
50.00,50.00,2850000000,3.688473099e-01,8.170537512e-01,-0.9495,65.7039
50.00,50.00,2860000000,6.414945927e-01,6.274960586e-01,-0.9406,44.3680
50.00,50.00,2870000000,8.254968695e-01,3.502125814e-01,-0.9469,22.9888
50.00,50.00,2880000000,8.941397114e-01,2.599906225e-02,-0.9682,1.6655
50.00,50.00,2890000000,8.404609068e-01,-2.981764769e-01,-0.9948,-19.5335
50.00,50.00,2900000000,6.756397007e-01,-5.796252706e-01,-1.0103,-40.6260
50.00,50.00,2910000000,4.223314835e-01,-7.844253172e-01,-1.0035,-61.7022
50.00,50.00,2920000000,1.109993026e-01,-8.863899987e-01,-0.9799,-82.8622
50.00,50.00,2930000000,-2.198235413e-01,-8.682940705e-01,-0.9569,-104.2069
50.00,50.00,2940000000,-5.223424180e-01,-7.280693755e-01,-0.9532,-125.6570
50.00,50.00,2950000000,-7.500763253e-01,-4.856974467e-01,-0.9772,-147.0757
50.00,50.00,2960000000,-8.710494588e-01,-1.797287040e-01,-1.0181,-168.3414
50.00,50.00,2970000000,-8.741428449e-01,1.449153562e-01,-1.0506,170.5871
50.00,50.00,2980000000,-7.636623890e-01,4.477329027e-01,-1.0588,149.6170
50.00,50.00,2990000000,-5.536050655e-01,6.938293773e-01,-1.0354,128.5863
50.00,50.00,3000000000,-2.660665945e-01,8.510445180e-01,-0.9960,107.3611
55.00,55.00,2000000000,2.997216115e-01,8.582439951e-01,-0.8280,70.7494
55.00,55.00,2010000000,5.897281439e-01,6.947669367e-01,-0.8067,49.6749
55.00,55.00,2020000000,8.043369801e-01,4.354317454e-01,-0.7750,28.4291
55.00,55.00,2030000000,9.096727999e-01,1.122052514e-01,-0.7567,7.0317
55.00,55.00,2040000000,8.870553789e-01,-2.277773414e-01,-0.7637,-14.4012
55.00,55.00,2050000000,7.412897979e-01,-5.332941419e-01,-0.7888,-35.7318
55.00,55.00,2060000000,4.969787606e-01,-7.628423768e-01,-0.8149,-56.9164
55.00,55.00,2070000000,1.888233859e-01,-8.895083883e-01,-0.8256,-78.0153
55.00,55.00,2080000000,-1.445415137e-01,-8.985735811e-01,-0.8180,-99.1381
55.00,55.00,2090000000,-4.608142901e-01,-7.868627672e-01,-0.8014,-120.3547
55.00,55.00,2100000000,-7.162011300e-01,-5.662699540e-01,-0.7904,-141.6681
55.00,55.00,2110000000,-8.729386591e-01,-2.666578960e-01,-0.7929,-163.0136
55.00,55.00,2120000000,-9.088430731e-01,6.853840662e-02,-0.8056,175.6873
55.00,55.00,2130000000,-8.209373727e-01,3.923383284e-01,-0.8204,154.4562
55.00,55.00,2140000000,-6.231093841e-01,6.617990016e-01,-0.8289,133.2753
55.00,55.00,2150000000,-3.418194292e-01,8.421848356e-01,-0.8296,112.0909
