angle_cmd_deg,angle_actual_deg,freq_hz,re,im,mag_db,phase_deg
165.00,165.00,2200000000,9.035992266e-01,9.296702090e-02,-0.8348,5.8742
165.00,165.00,2210000000,8.756151225e-01,-2.408670082e-01,-0.8369,-15.3807
165.00,165.00,2220000000,7.286131255e-01,-5.414149736e-01,-0.8407,-36.6152
165.00,165.00,2230000000,4.828266621e-01,-7.679610689e-01,-0.8466,-57.8419
165.00,165.00,2240000000,1.718317565e-01,-8.901187244e-01,-0.8521,-79.0738
165.00,165.00,2250000000,-1.614056822e-01,-8.916817128e-01,-0.8558,-100.2602
165.00,165.00,2260000000,-4.730671553e-01,-7.729549769e-01,-0.8552,-121.4676
165.00,165.00,2270000000,-7.212063567e-01,-5.495058516e-01,-0.8508,-142.6953
165.00,165.00,2280000000,-8.717586423e-01,-2.508741211e-01,-0.8465,-163.9453
165.00,165.00,2290000000,-9.030231257e-01,8.278956225e-02,-0.8497,174.7617
165.00,165.00,2300000000,-8.107951826e-01,4.042432694e-01,-0.8576,153.5002
165.00,165.00,2310000000,-6.088432602e-01,6.694974061e-01,-0.8676,132.2835
165.00,165.00,2320000000,-3.255887177e-01,8.435344993e-01,-0.8748,111.1057
165.00,165.00,2330000000,9.821712489e-04,9.045337975e-01,-0.8715,89.9378
165.00,165.00,2340000000,3.284165434e-01,8.436718182e-01,-0.8638,68.7305
165.00,165.00,2350000000,6.125662011e-01,6.677015421e-01,-0.8562,47.4659
165.00,165.00,2360000000,8.136385793e-01,3.997061730e-01,-0.8525,26.1629
165.00,165.00,2370000000,9.023301248e-01,7.715937112e-02,-0.8611,4.8875
165.00,165.00,2380000000,8.678782864e-01,-2.546635160e-01,-0.8721,-16.3534
165.00,165.00,2390000000,7.164689478e-01,-5.507536670e-01,-0.8796,-37.5497
165.00,165.00,2400000000,4.692148573e-01,-7.723404320e-01,-0.8795,-58.7203
165.00,165.00,2410000000,1.580420353e-01,-8.904621512e-01,-0.8730,-79.9358
165.00,165.00,2420000000,-1.756782191e-01,-8.879088170e-01,-0.8659,-101.1918
165.00,165.00,2430000000,-4.861810026e-01,-7.636365910e-01,-0.8644,-122.4835
165.00,165.00,2440000000,-7.297608875e-01,-5.344627485e-01,-0.8714,-143.7817
165.00,165.00,2450000000,-8.728524544e-01,-2.335811101e-01,-0.8808,-165.0183
165.00,165.00,2460000000,-8.972831600e-01,9.793274213e-02,-0.8900,173.7712
165.00,165.00,2470000000,-8.009057147e-01,4.155680852e-01,-0.8930,152.5764
165.00,165.00,2480000000,-5.966964085e-01,6.774388019e-01,-0.8886,131.3740
165.00,165.00,2490000000,-3.108345730e-01,8.480374020e-01,-0.8842,110.1296
165.00,165.00,2500000000,1.817708821e-02,9.032748474e-01,-0.8818,88.8472
165.00,165.00,2510000000,3.446912182e-01,8.348528833e-01,-0.8842,67.5654
165.00,165.00,2520000000,6.233093421e-01,6.525685736e-01,-0.8918,46.3137
165.00,165.00,2530000000,8.168409940e-01,3.818267211e-01,-0.8990,25.0534
165.00,165.00,2540000000,8.990663455e-01,6.020914653e-02,-0.9047,3.8313
165.00,165.00,2550000000,8.596441088e-01,-2.692416215e-01,-0.9072,-17.3906
165.00,165.00,2560000000,7.035159875e-01,-5.626248383e-01,-0.9072,-38.6505
165.00,165.00,2570000000,4.519591836e-01,-7.791421846e-01,-0.9080,-59.8831
165.00,165.00,2580000000,1.391445805e-01,-8.898347481e-01,-0.9089,-81.1126
165.00,165.00,2590000000,-1.922101046e-01,-8.796095902e-01,-0.9116,-102.3264
165.00,165.00,2600000000,-4.973125904e-01,-7.501751999e-01,-0.9147,-123.5415
165.00,165.00,2610000000,-7.341500536e-01,-5.198961733e-01,-0.9191,-144.6954
165.00,165.00,2620000000,-8.722107841e-01,-2.190251494e-01,-0.9220,-165.9036
165.00,165.00,2630000000,-8.920083939e-01,1.117700045e-01,-0.9250,172.8580
165.00,165.00,2640000000,-7.906762535e-01,4.270199587e-01,-0.9285,151.6279
165.00,165.00,2650000000,-5.822087263e-01,6.842591613e-01,-0.9303,130.3931
165.00,165.00,2660000000,-2.946881276e-01,8.484903832e-01,-0.9325,109.1526
165.00,165.00,2670000000,3.271552347e-02,8.974475098e-01,-0.9341,87.9123
165.00,165.00,2680000000,3.556423221e-01,8.246744696e-01,-0.9336,66.6718
165.00,165.00,2690000000,6.301614086e-01,6.395474340e-01,-0.9360,45.4235
165.00,165.00,2700000000,8.188550625e-01,3.676035591e-01,-0.9385,24.1764
165.00,165.00,2710000000,8.962045197e-01,4.597735422e-02,-0.9404,2.9368
165.00,165.00,2720000000,8.516527615e-01,-2.816127803e-01,-0.9441,-18.2973
165.00,165.00,2730000000,6.915708436e-01,-5.707685726e-01,-0.9472,-39.5336
165.00,165.00,2740000000,4.380190502e-01,-7.822098221e-01,-0.9490,-60.7522
165.00,165.00,2750000000,1.252701294e-01,-8.876025120e-01,-0.9500,-81.9667
165.00,165.00,2760000000,-2.046308669e-01,-8.729480196e-01,-0.9479,-103.1927
165.00,165.00,2770000000,-5.072579542e-01,-7.400443561e-01,-0.9422,-124.4284
165.00,165.00,2780000000,-7.414791551e-01,-5.057741879e-01,-0.9388,-145.7015
165.00,165.00,2790000000,-8.744690398e-01,-2.018493854e-01,-0.9397,-167.0023
165.00,165.00,2800000000,-8.873864436e-01,1.293194290e-01,-0.9465,171.7086
165.00,165.00,2810000000,-7.790158616e-01,4.414641864e-01,-0.9596,150.4600
165.00,165.00,2820000000,-5.660734310e-01,6.923864956e-01,-0.9700,129.2684
165.00,165.00,2830000000,-2.780336977e-01,8.497999384e-01,-0.9720,108.1168
165.00,165.00,2840000000,4.755438501e-02,8.936266565e-01,-0.9646,86.9539
165.00,165.00,2850000000,3.689057607e-01,8.170829587e-01,-0.9490,65.7012
165.00,165.00,2860000000,6.415605096e-01,6.275038906e-01,-0.9401,44.3654
165.00,165.00,2870000000,8.255354954e-01,3.502780918e-01,-0.9463,22.9917
165.00,165.00,2880000000,8.942019177e-01,2.594888318e-02,-0.9676,1.6622
165.00,165.00,2890000000,8.404868145e-01,-2.981981325e-01,-0.9945,-19.5343
165.00,165.00,2900000000,6.756770472e-01,-5.796682416e-01,-1.0097,-40.6265
165.00,165.00,2910000000,4.223568014e-01,-7.844312083e-01,-1.0033,-61.7009
165.00,165.00,2920000000,1.109588671e-01,-8.864621622e-01,-0.9793,-82.8654
165.00,165.00,2930000000,-2.198062436e-01,-8.683121437e-01,-0.9567,-104.2055
165.00,165.00,2940000000,-5.224145458e-01,-7.280988635e-01,-0.9526,-125.6596
165.00,165.00,2950000000,-7.501475246e-01,-4.857046386e-01,-0.9765,-147.0778
165.00,165.00,2960000000,-8.711061403e-01,-1.796982263e-01,-1.0176,-168.3441
165.00,165.00,2970000000,-8.741651285e-01,1.449359353e-01,-1.0504,170.5860
165.00,165.00,2980000000,-7.637495487e-01,4.477475822e-01,-1.0580,149.6191
165.00,165.00,2990000000,-5.536150938e-01,6.938771881e-01,-1.0350,128.5849
165.00,165.00,3000000000,-2.660732435e-01,8.510838833e-01,-0.9956,107.3607
170.00,170.00,2000000000,2.998075274e-01,8.582845883e-01,-0.8274,70.7452
170.00,170.00,2010000000,5.897765386e-01,6.947969487e-01,-0.8062,49.6738
170.00,170.00,2020000000,8.043280907e-01,4.354662929e-01,-0.7750,28.4313
170.00,170.00,2030000000,9.097440949e-01,1.121638577e-01,-0.7561,7.0286
170.00,170.00,2040000000,8.870997225e-01,-2.278018250e-01,-0.7632,-14.4020
170.00,170.00,2050000000,7.412969967e-01,-5.333375039e-01,-0.7885,-35.7337
170.00,170.00,2060000000,4.969607274e-01,-7.628783209e-01,-0.8147,-56.9186
170.00,170.00,2070000000,1.887710685e-01,-8.895832879e-01,-0.8250,-78.0195
170.00,170.00,2080000000,-1.445734561e-01,-8.986456877e-01,-0.8173,-99.1394
170.00,170.00,2090000000,-4.608504839e-01,-7.868881134e-01,-0.8010,-120.3559
170.00,170.00,2100000000,-7.162910063e-01,-5.663196325e-01,-0.7894,-141.6691
170.00,170.00,2110000000,-8.730355805e-01,-2.666118393e-01,-0.7921,-163.0181
170.00,170.00,2120000000,-9.089375002e-01,6.859512342e-02,-0.8047,175.6842
170.00,170.00,2130000000,-8.210520297e-01,3.923927218e-01,-0.8192,154.4562
170.00,170.00,2140000000,-6.231196097e-01,6.618681688e-01,-0.8284,133.2728
170.00,170.00,2150000000,-3.417989715e-01,8.422754417e-01,-0.8289,112.0875
170.00,170.00,2160000000,-1.374670920e-02,9.092104239e-01,-0.8257,90.8662
170.00,170.00,2170000000,3.167676851e-01,8.525235149e-01,-0.8242,69.6167
170.00,170.00,2180000000,6.041923982e-01,6.794724144e-01,-0.8264,48.3562
170.00,170.00,2190000000,8.089223389e-01,4.140906598e-01,-0.8311,27.1081
170.00,170.00,2200000000,9.035398924e-01,9.301524484e-02,-0.8353,5.8776
170.00,170.00,2210000000,8.756783053e-01,-2.408487605e-01,-0.8364,-15.3785
170.00,170.00,2220000000,7.286262123e-01,-5.413926537e-01,-0.8407,-36.6135
170.00,170.00,2230000000,4.828365004e-01,-7.679741603e-01,-0.8464,-57.8418
170.00,170.00,2240000000,1.718682999e-01,-8.901495249e-01,-0.8518,-79.0719
170.00,170.00,2250000000,-1.614414540e-01,-8.916898727e-01,-0.8556,-100.2623
170.00,170.00,2260000000,-4.730829360e-01,-7.729853677e-01,-0.8549,-121.4675
170.00,170.00,2270000000,-7.212543202e-01,-5.495018982e-01,-0.8504,-142.6973
170.00,170.00,2280000000,-8.717667256e-01,-2.508311053e-01,-0.8466,-163.9480
170.00,170.00,2290000000,-9.030590922e-01,8.279493308e-02,-0.8493,174.7616
170.00,170.00,2300000000,-8.108398975e-01,4.042556502e-01,-0.8572,153.5008
170.00,170.00,2310000000,-6.088795691e-01,6.694735512e-01,-0.8675,132.2862
170.00,170.00,2320000000,-3.256144224e-01,8.435663747e-01,-0.8744,111.1065
170.00,170.00,2330000000,1.000220985e-03,9.045360690e-01,-0.8715,89.9366
170.00,170.00,2340000000,3.284333034e-01,8.437158022e-01,-0.8633,68.7305
170.00,170.00,2350000000,6.125990435e-01,6.677790143e-01,-0.8555,47.4677
170.00,170.00,2360000000,8.136369842e-01,3.996867694e-01,-0.8526,26.1619
170.00,170.00,2370000000,9.023641129e-01,7.719343447e-02,-0.8607,4.8895
170.00,170.00,2380000000,8.679015639e-01,-2.546359067e-01,-0.8720,-16.3513
170.00,170.00,2390000000,7.165211136e-01,-5.507207967e-01,-0.8794,-37.5460
170.00,170.00,2400000000,4.692263188e-01,-7.723334396e-01,-0.8795,-58.7195
170.00,170.00,2410000000,1.580909139e-01,-8.904524132e-01,-0.8730,-79.9326
170.00,170.00,2420000000,-1.756771744e-01,-8.878983786e-01,-0.8660,-101.1918
170.00,170.00,2430000000,-4.861460004e-01,-7.636242580e-01,-0.8647,-122.4820
170.00,170.00,2440000000,-7.297669576e-01,-5.344610379e-01,-0.8714,-143.7820
170.00,170.00,2450000000,-8.728638948e-01,-2.335965650e-01,-0.8807,-165.0176
170.00,170.00,2460000000,-8.972906126e-01,9.793406457e-02,-0.8899,173.7712
170.00,170.00,2470000000,-8.009010982e-01,4.156055429e-01,-0.8928,152.5742
170.00,170.00,2480000000,-5.966322107e-01,6.774519222e-01,-0.8889,131.3704
170.00,170.00,2490000000,-3.108054577e-01,8.479832676e-01,-0.8848,110.1291
170.00,170.00,2500000000,1.813866673e-02,9.032660647e-01,-0.8819,88.8496
170.00,170.00,2510000000,3.447608563e-01,8.348506084e-01,-0.8840,67.5613
170.00,170.00,2520000000,6.233180720e-01,6.525851851e-01,-0.8917,46.3140
170.00,170.00,2530000000,8.168464133e-01,3.818526167e-01,-0.8988,25.0548
170.00,170.00,2540000000,8.990883563e-01,6.020218782e-02,-0.9045,3.8308
170.00,170.00,2550000000,8.596897749e-01,-2.692747503e-01,-0.9067,-17.3918
170.00,170.00,2560000000,7.035471036e-01,-5.626411720e-01,-0.9069,-38.6500
170.00,170.00,2570000000,4.519589539e-01,-7.791951988e-01,-0.9076,-59.8849
170.00,170.00,2580000000,1.391545166e-01,-8.898658763e-01,-0.9086,-81.1122
170.00,170.00,2590000000,-1.922364893e-01,-8.796515745e-01,-0.9112,-102.3274
170.00,170.00,2600000000,-4.973251421e-01,-7.501872651e-01,-0.9145,-123.5418
170.00,170.00,2610000000,-7.341772724e-01,-5.199170425e-01,-0.9187,-144.6953
170.00,170.00,2620000000,-8.722527692e-01,-2.190326005e-01,-0.9216,-165.9038
170.00,170.00,2630000000,-8.920030449e-01,1.118033222e-01,-0.9250,172.8558
170.00,170.00,2640000000,-7.906340452e-01,4.270103338e-01,-0.9289,151.6271
170.00,170.00,2650000000,-5.822149121e-01,6.842766022e-01,-0.9301,130.3927
170.00,170.00,2660000000,-2.946979399e-01,8.484824966e-01,-0.9325,109.1533
170.00,170.00,2670000000,3.275273047e-02,8.974458872e-01,-0.9341,87.9099
170.00,170.00,2680000000,3.556348758e-01,8.246987942e-01,-0.9334,66.6728
170.00,170.00,2690000000,6.301565497e-01,6.395219341e-01,-0.9362,45.4226
170.00,170.00,2700000000,8.188828315e-01,3.675812349e-01,-0.9383,24.1744
170.00,170.00,2710000000,8.961828825e-01,4.593498171e-02,-0.9407,2.9342
170.00,170.00,2720000000,8.516565617e-01,-2.816226049e-01,-0.9440,-18.2978
170.00,170.00,2730000000,6.916006289e-01,-5.707368520e-01,-0.9472,-39.5308
170.00,170.00,2740000000,4.379744428e-01,-7.821659031e-01,-0.9496,-60.7533
170.00,170.00,2750000000,1.252124985e-01,-8.876203482e-01,-0.9499,-81.9705
170.00,170.00,2760000000,-2.046648815e-01,-8.729453597e-01,-0.9479,-103.1949
170.00,170.00,2770000000,-5.072897794e-01,-7.400519610e-01,-0.9419,-124.4298
170.00,170.00,2780000000,-7.415084730e-01,-5.057670567e-01,-0.9386,-145.7029
170.00,170.00,2790000000,-8.744302005e-01,-2.018616231e-01,-0.9400,-167.0010
170.00,170.00,2800000000,-8.874237041e-01,1.293295151e-01,-0.9461,171.7083
170.00,170.00,2810000000,-7.790124621e-01,4.414805110e-01,-0.9595,150.4590
170.00,170.00,2820000000,-5.660939798e-01,6.923865861e-01,-0.9699,129.2694
170.00,170.00,2830000000,-2.780434902e-01,8.498025311e-01,-0.9720,108.1174
170.00,170.00,2840000000,4.755863281e-02,8.936317698e-01,-0.9645,86.9536
170.00,170.00,2850000000,3.689338208e-01,8.171039467e-01,-0.9487,65.7002
170.00,170.00,2860000000,6.416224986e-01,6.275016249e-01,-0.9397,44.3625
170.00,170.00,2870000000,8.255598501e-01,3.502138251e-01,-0.9464,22.9873
170.00,170.00,2880000000,8.941783517e-01,2.596014476e-02,-0.9679,1.6630
170.00,170.00,2890000000,8.405244700e-01,-2.982351677e-01,-0.9940,-19.5357
170.00,170.00,2900000000,6.756318104e-01,-5.796760373e-01,-1.0100,-40.6288
170.00,170.00,2910000000,4.223199545e-01,-7.844414791e-01,-1.0034,-61.7033
170.00,170.00,2920000000,1.109259268e-01,-8.864893055e-01,-0.9791,-82.8677
170.00,170.00,2930000000,-2.198278086e-01,-8.683191748e-01,-0.9566,-104.2068
170.00,170.00,2940000000,-5.224073547e-01,-7.280904998e-01,-0.9527,-125.6596
170.00,170.00,2950000000,-7.501576596e-01,-4.857343683e-01,-0.9763,-147.0766
170.00,170.00,2960000000,-8.711398162e-01,-1.797143565e-01,-1.0172,-168.3435
170.00,170.00,2970000000,-8.741944452e-01,1.449290265e-01,-1.0501,170.5868
170.00,170.00,2980000000,-7.637404797e-01,4.477924766e-01,-1.0578,149.6163
170.00,170.00,2990000000,-5.536157263e-01,6.938864368e-01,-1.0349,128.5845
170.00,170.00,3000000000,-2.660641450e-01,8.511086184e-01,-0.9954,107.3597
175.00,175.00,2000000000,2.997750864e-01,8.583027518e-01,-0.8273,70.7475
175.00,175.00,2010000000,5.897769782e-01,6.947717726e-01,-0.8064,49.6728
175.00,175.00,2020000000,8.043655646e-01,4.354730470e-01,-0.7746,28.4305
175.00,175.00,2030000000,9.097365958e-01,1.121760339e-01,-0.7562,7.0294
175.00,175.00,2040000000,8.870936339e-01,-2.278471114e-01,-0.7632,-14.4049
175.00,175.00,2050000000,7.413070047e-01,-5.332926660e-01,-0.7887,-35.7311
175.00,175.00,2060000000,4.969784975e-01,-7.629374935e-01,-0.8141,-56.9197
175.00,175.00,2070000000,1.888039823e-01,-8.896151569e-01,-0.8246,-78.0178
175.00,175.00,2080000000,-1.445870731e-01,-8.986398839e-01,-0.8173,-99.1403
175.00,175.00,2090000000,-4.608836210e-01,-7.869005775e-01,-0.8007,-120.3573
175.00,175.00,2100000000,-7.162859595e-01,-5.662636009e-01,-0.7898,-141.6717
175.00,175.00,2110000000,-8.730547148e-01,-2.666356948e-01,-0.7919,-163.0170
175.00,175.00,2120000000,-9.089400735e-01,6.860010115e-02,-0.8046,175.6839
175.00,175.00,2130000000,-8.209910473e-01,3.923671001e-01,-0.8198,154.4560
175.00,175.00,2140000000,-6.231126411e-01,6.618746455e-01,-0.8284,133.2722
175.00,175.00,2150000000,-3.417575933e-01,8.422816142e-01,-0.8290,112.0850
175.00,175.00,2160000000,-1.371732579e-02,9.091753255e-01,-0.8261,90.8644
175.00,175.00,2170000000,3.168037430e-01,8.525095382e-01,-0.8242,69.6143
175.00,175.00,2180000000,6.041853612e-01,6.794396019e-01,-0.8266,48.3552
175.00,175.00,2190000000,8.089536837e-01,4.141058365e-01,-0.8308,27.1080
175.00,175.00,2200000000,9.035770243e-01,9.301686258e-02,-0.8349,5.8775
175.00,175.00,2210000000,8.756299092e-01,-2.408562952e-01,-0.8368,-15.3798
175.00,175.00,2220000000,7.286052510e-01,-5.413879143e-01,-0.8409,-36.6141
175.00,175.00,2230000000,4.828433400e-01,-7.680101958e-01,-0.8461,-57.8427
175.00,175.00,2240000000,1.718266581e-01,-8.901561933e-01,-0.8518,-79.0746
175.00,175.00,2250000000,-1.614501424e-01,-8.916542952e-01,-0.8560,-100.2632
175.00,175.00,2260000000,-4.730883271e-01,-7.729517922e-01,-0.8552,-121.4689
175.00,175.00,2270000000,-7.212256529e-01,-5.494707690e-01,-0.8508,-142.6978
175.00,175.00,2280000000,-8.717789747e-01,-2.508133051e-01,-0.8465,-163.9493
175.00,175.00,2290000000,-9.030237253e-01,8.282542204e-02,-0.8496,174.7595
175.00,175.00,2300000000,-8.108062471e-01,4.042541381e-01,-0.8575,153.4999
175.00,175.00,2310000000,-6.088754100e-01,6.694765973e-01,-0.8675,132.2859
175.00,175.00,2320000000,-3.255744150e-01,8.435248433e-01,-0.8749,111.1050
175.00,175.00,2330000000,1.033786860e-03,9.044979631e-01,-0.8718,89.9345
175.00,175.00,2340000000,3.284406096e-01,8.436658637e-01,-0.8637,68.7289
175.00,175.00,2350000000,6.125943376e-01,6.677166756e-01,-0.8559,47.4653
175.00,175.00,2360000000,8.136107022e-01,3.996984047e-01,-0.8528,26.1633
175.00,175.00,2370000000,9.023087248e-01,7.716086614e-02,-0.8613,4.8878
175.00,175.00,2380000000,8.678735801e-01,-2.546726347e-01,-0.8721,-16.3540
175.00,175.00,2390000000,7.164805026e-01,-5.507445852e-01,-0.8796,-37.5488
175.00,175.00,2400000000,4.692210179e-01,-7.723206781e-01,-0.8797,-58.7194
175.00,175.00,2410000000,1.580599253e-01,-8.904545313e-01,-0.8730,-79.9346
175.00,175.00,2420000000,-1.756869668e-01,-8.879139030e-01,-0.8658,-101.1923
175.00,175.00,2430000000,-4.861674633e-01,-7.636135412e-01,-0.8647,-122.4836
175.00,175.00,2440000000,-7.297711893e-01,-5.344726817e-01,-0.8713,-143.7816
175.00,175.00,2450000000,-8.728542151e-01,-2.335818003e-01,-0.8808,-165.0183
175.00,175.00,2460000000,-8.972999378e-01,9.796315050e-02,-0.8898,173.7694
175.00,175.00,2470000000,-8.008947938e-01,4.155833929e-01,-0.8930,152.5753
175.00,175.00,2480000000,-5.966143660e-01,6.774585409e-01,-0.8890,131.3693
175.00,175.00,2490000000,-3.108149509e-01,8.480424198e-01,-0.8843,110.1283
175.00,175.00,2500000000,1.814580059e-02,9.032749400e-01,-0.8818,88.8491
175.00,175.00,2510000000,3.446845667e-01,8.348639741e-01,-0.8841,67.5661
175.00,175.00,2520000000,6.232970647e-01,6.525665799e-01,-0.8919,46.3142
175.00,175.00,2530000000,8.168525662e-01,3.818277139e-01,-0.8989,25.0532
175.00,175.00,2540000000,8.990576308e-01,6.022685434e-02,-0.9048,3.8325
175.00,175.00,2550000000,8.596422146e-01,-2.692665508e-01,-0.9072,-17.3922
175.00,175.00,2560000000,7.035489658e-01,-5.626135152e-01,-0.9070,-38.6486
175.00,175.00,2570000000,4.519630240e-01,-7.791703092e-01,-0.9078,-59.8838
175.00,175.00,2580000000,1.391245349e-01,-8.898253385e-01,-0.9090,-81.1137
175.00,175.00,2590000000,-1.922180542e-01,-8.795871117e-01,-0.9118,-102.3272
175.00,175.00,2600000000,-4.972995261e-01,-7.501359948e-01,-0.9151,-123.5422
175.00,175.00,2610000000,-7.341331741e-01,-5.199029176e-01,-0.9192,-144.6944
175.00,175.00,2620000000,-8.721982651e-01,-2.190043662e-01,-0.9222,-165.9047
175.00,175.00,2630000000,-8.919975034e-01,1.117774476e-01,-0.9251,172.8574
175.00,175.00,2640000000,-7.906297555e-01,4.269768606e-01,-0.9291,151.6289
175.00,175.00,2650000000,-5.821871461e-01,6.842585308e-01,-0.9304,130.3921
175.00,175.00,2660000000,-2.947109721e-01,8.484857799e-01,-0.9324,109.1540
175.00,175.00,2670000000,3.271276417e-02,8.974339096e-01,-0.9342,87.9124
175.00,175.00,2680000000,3.556189601e-01,8.246692946e-01,-0.9337,66.6730
175.00,175.00,2690000000,6.301322613e-01,6.394970401e-01,-0.9365,45.4226
175.00,175.00,2700000000,8.188776402e-01,3.676089479e-01,-0.9383,24.1762
175.00,175.00,2710000000,8.961606632e-01,4.596220229e-02,-0.9409,2.9360
175.00,175.00,2720000000,8.516255718e-01,-2.816062287e-01,-0.9444,-18.2975
175.00,175.00,2730000000,6.915559332e-01,-5.707635258e-01,-0.9473,-39.5340
175.00,175.00,2740000000,4.379594308e-01,-7.821754447e-01,-0.9496,-60.7545
175.00,175.00,2750000000,1.252564523e-01,-8.876262859e-01,-0.9498,-81.9678
175.00,175.00,2760000000,-2.046707932e-01,-8.729373386e-01,-0.9479,-103.1953
175.00,175.00,2770000000,-5.072450757e-01,-7.400134780e-01,-0.9425,-124.4288
175.00,175.00,2780000000,-7.414123260e-01,-5.057524726e-01,-0.9395,-145.7002
175.00,175.00,2790000000,-8.744170369e-01,-2.018785349e-01,-0.9401,-166.9998
175.00,175.00,2800000000,-8.873521622e-01,1.293028687e-01,-0.9468,171.7093
175.00,175.00,2810000000,-7.790272742e-01,4.414835934e-01,-0.9594,150.4593
175.00,175.00,2820000000,-5.660686772e-01,6.924113317e-01,-0.9698,129.2671
175.00,175.00,2830000000,-2.780576643e-01,8.497745278e-01,-0.9722,108.1188
175.00,175.00,2840000000,4.755877884e-02,8.935726935e-01,-0.9651,86.9534
175.00,175.00,2850000000,3.688974691e-01,8.171090991e-01,-0.9488,65.7024
175.00,175.00,2860000000,6.415580404e-01,6.274956774e-01,-0.9402,44.3651
175.00,175.00,2870000000,8.255356460e-01,3.502384316e-01,-0.9465,22.9894
175.00,175.00,2880000000,8.941965967e-01,2.595317465e-02,-0.9677,1.6625
175.00,175.00,2890000000,8.405073618e-01,-2.981957467e-01,-0.9943,-19.5337
175.00,175.00,2900000000,6.756697555e-01,-5.796758516e-01,-1.0097,-40.6272
175.00,175.00,2910000000,4.223083037e-01,-7.844281956e-01,-1.0036,-61.7036
175.00,175.00,2920000000,1.109408009e-01,-8.864621616e-01,-0.9793,-82.8665
175.00,175.00,2930000000,-2.198427555e-01,-8.683222278e-01,-0.9566,-104.2077
175.00,175.00,2940000000,-5.223965730e-01,-7.280862245e-01,-0.9528,-125.6592
175.00,175.00,2950000000,-7.501487943e-01,-4.857037044e-01,-0.9765,-147.0779
175.00,175.00,2960000000,-8.711416275e-01,-1.797258327e-01,-1.0172,-168.3428
175.00,175.00,2970000000,-8.741762678e-01,1.449121885e-01,-1.0503,170.5877
175.00,175.00,2980000000,-7.637058319e-01,4.478127900e-01,-1.0580,149.6140
175.00,175.00,2990000000,-5.536224545e-01,6.938608148e-01,-1.0351,128.5859
175.00,175.00,3000000000,-2.660871047e-01,8.510206207e-01,-0.9961,107.3628
180.00,180.00,2000000000,2.997490964e-01,8.582740252e-01,-0.8277,70.7484
180.00,180.00,2010000000,5.897944501e-01,6.947653275e-01,-0.8063,49.6717
180.00,180.00,2020000000,8.043139226e-01,4.354341645e-01,-0.7752,28.4299
180.00,180.00,2030000000,9.096554036e-01,1.121642923e-01,-0.7569,7.0293
180.00,180.00,2040000000,8.870489002e-01,-2.278155264e-01,-0.7636,-14.4036
180.00,180.00,2050000000,7.412835017e-01,-5.333471063e-01,-0.7885,-35.7347
180.00,180.00,2060000000,4.969676846e-01,-7.629022592e-01,-0.8145,-56.9191
180.00,180.00,2070000000,1.887710677e-01,-8.895743342e-01,-0.8251,-78.0193
180.00,180.00,2080000000,-1.445629959e-01,-8.986661387e-01,-0.8171,-99.1385
180.00,180.00,2090000000,-4.608827080e-01,-7.868538262e-01,-0.8011,-120.3587
180.00,180.00,2100000000,-7.162961477e-01,-5.662754338e-01,-0.7897,-141.6715
180.00,180.00,2110000000,-8.730235668e-01,-2.665874803e-01,-0.7923,-163.0194
180.00,180.00,2120000000,-9.089184288e-01,6.859364248e-02,-0.8048,175.6842
180.00,180.00,2130000000,-8.209989587e-01,3.923835391e-01,-0.8197,154.4553
180.00,180.00,2140000000,-6.231095624e-01,6.618603967e-01,-0.8285,133.2727
180.00,180.00,2150000000,-3.417742567e-01,8.422508333e-01,-0.8292,112.0867
180.00,180.00,2160000000,-1.373935333e-02,9.091295289e-01,-0.8265,90.8658
180.00,180.00,2170000000,3.167701409e-01,8.525095875e-01,-0.8243,69.6163
180.00,180.00,2180000000,6.041723719e-01,6.794206013e-01,-0.8269,48.3550
180.00,180.00,2190000000,8.089012929e-01,4.141065747e-01,-0.8312,27.1096
180.00,180.00,2200000000,9.035520610e-01,9.296525319e-02,-0.8352,5.8744
180.00,180.00,2210000000,8.755903375e-01,-2.408514344e-01,-0.8372,-15.3802
180.00,180.00,2220000000,7.285908498e-01,-5.414045401e-01,-0.8409,-36.6155
180.00,180.00,2230000000,4.828011609e-01,-7.679817487e-01,-0.8466,-57.8440
180.00,180.00,2240000000,1.718261702e-01,-8.901066232e-01,-0.8523,-79.0740
180.00,180.00,2250000000,-1.614502753e-01,-8.916803533e-01,-0.8557,-100.2630
180.00,180.00,2260000000,-4.730823694e-01,-7.729782330e-01,-0.8550,-121.4677
180.00,180.00,2270000000,-7.212387279e-01,-5.494845736e-01,-0.8507,-142.6976
180.00,180.00,2280000000,-8.717565863e-01,-2.507939934e-01,-0.8468,-163.9501
180.00,180.00,2290000000,-9.030336827e-01,8.277841212e-02,-0.8496,174.7625
180.00,180.00,2300000000,-8.107997795e-01,4.042569681e-01,-0.8575,153.4996
180.00,180.00,2310000000,-6.088412791e-01,6.694857829e-01,-0.8677,132.2839
180.00,180.00,2320000000,-3.255595541e-01,8.435770410e-01,-0.8745,111.1030
180.00,180.00,2330000000,1.006798373e-03,9.045300105e-01,-0.8715,89.9362
180.00,180.00,2340000000,3.284472070e-01,8.436731500e-01,-0.8637,68.7287
180.00,180.00,2350000000,6.125850324e-01,6.677030302e-01,-0.8561,47.4651
180.00,180.00,2360000000,8.136098752e-01,3.996494540e-01,-0.8530,26.1605
180.00,180.00,2370000000,9.023162655e-01,7.714270358e-02,-0.8612,4.8866
